timesteps,iterations,ep_rew_mean,ep_len_mean,entropy_loss,policy_gradient_loss,value_loss,explained_variance
57344,28,0,0,-2.695786089450121,-0.035554248323023785,3297.317852973938,0.037109315395355225
59392,29,0,0,-2.701153788715601,-0.04209825109137455,558.8932860851288,0.03532212972640991
61440,30,0,0,-2.6698242954909803,-0.03571435399935581,2599.4470824599266,-0.004825711250305176
63488,31,0,0,-2.6960165187716485,-0.021887489542132245,13089.186829566956,-0.011687636375427246
65536,32,0,0,-2.6336504139006136,-0.0488617683557095,356.2418960094452,-0.02811300754547119
67584,33,0,0,-2.610174162685871,-0.027165799455542584,5550.235711812973,0.04050159454345703
69632,34,0,0,-2.501241222023964,-0.04553185502009001,372.1982234239578,0.28299641609191895
71680,35,0,0,-2.523164405673742,-0.042070999546558595,417.2570602416992,0.027519822120666504
73728,36,0,0,-2.492412433028221,-0.039129949669586495,360.4966086745262,0.16934973001480103
75776,37,0,0,-2.4234392240643503,-0.0255138011474628,6104.749049711228,-0.005962967872619629
77824,38,0,0,-2.4325850017368795,-0.026875383283186238,2670.590411901474,-0.03212296962738037
79872,39,0,0,-2.325396875292063,-0.03943487152428134,513.4627959012985,0.16088706254959106
81920,40,0,0,-2.3774639286100863,-0.036725145520176736,428.1406711816788,0.13694828748703003
83968,41,0,0,-2.3000345557928084,-0.02449837650055997,5191.762332081795,0.08279424905776978
86016,42,0,0,-2.3199683152139188,-0.04130804175802041,336.5798358440399,0.27377617359161377
88064,43,0,0,-2.2104675121605397,-0.020182712221867405,9647.930795860291,-0.02248990535736084
90112,44,0,0,-2.1502523362636565,-0.034083393882610835,511.159179186821,0.19173383712768555
92160,45,0,0,-2.1106780521571635,-0.018844118638662623,9839.448737430572,0.030614078044891357
94208,46,0,0,-2.233271346241236,-0.026477480941684915,2697.3205622196197,0.06743001937866211
96256,47,0,0,-2.1373622212558985,-0.020384134622872807,6755.831187725067,0.08223974704742432
98304,48,0,0,-2.217974042519927,-0.023703761247452347,7031.934861373901,0.004190802574157715
100352,49,0,0,-2.1200205773115157,-0.028798649029340595,3195.9631383419037,0.011326968669891357
102400,50,0,0,-2.1010782957077025,-0.026002930718823335,4876.148916912079,0.1296328902244568
104448,51,0,0,-2.1443491727113724,-0.03037813606497366,2336.8522741794586,-0.02310943603515625
106496,52,0,0,-2.100643238425255,-0.03868149177287705,537.3800400018692,0.28959184885025024
108544,53,0,0,-2.083981439843774,-0.02794275694177486,3173.456556510925,0.0027640461921691895
110592,54,0,0,-2.087055987492204,-0.024561120590078644,2877.063666296005,0.07089453935623169
112640,55,0,0,-2.004511486366391,-0.01770569059299305,5128.253742218018,0.006872653961181641
114688,56,0,0,-1.985569418221712,-0.03550844493875047,459.62292058467864,0.16476762294769287
116736,57,0,0,-1.958628799021244,-0.029649112411425448,2641.654804110527,0.26495832204818726
118784,58,0,0,-1.9330969009548427,-0.024080939480336384,2656.6024804115295,0.018584012985229492
120832,59,0,0,-1.9448737308382988,-0.017004179151263087,6978.042920684815,0.08040982484817505
122880,60,0,0,-1.9056855592876674,-0.023441102463402787,1224.6312448501587,0.1782112717628479
124928,61,0,0,-1.883498641476035,-0.014850792218931019,3228.3638197898863,0.10398852825164795
126976,62,0,0,-1.9115096181631088,-0.014697614527540282,6862.939537429809,-0.0019943714141845703
129024,63,0,0,-1.992889304086566,-0.019912240997655317,4186.795820903778,0.12377846240997314
131072,64,0,0,-1.9396997012197972,-0.01837857576610986,6437.495084571839,0.17884260416030884
133120,65,0,0,-1.8336537297815085,-0.013921133676194585,5212.081149196625,0.035405755043029785
135168,66,0,0,-1.9393453299999237,-0.023927527907653713,2878.411372470856,0.19263023138046265
137216,67,0,0,-1.8520030044019222,-0.019836850187857635,4167.39116101265,0.031678080558776855
139264,68,0,0,-1.868532059341669,-0.01929305007797666,3257.289165878296,0.18082034587860107
141312,69,0,0,-1.8876985546201468,-0.025287399304215797,2436.9038917064668,0.27278411388397217
143360,70,0,0,-1.861524822935462,-0.021250993563444353,4196.678542041778,0.10746502876281738
145408,71,0,0,-1.8856931872665883,-0.013119929903768934,6784.894461345672,0.0287935733795166
147456,72,0,0,-1.8468346878886224,-0.018236701808928047,4715.642882347107,0.11155956983566284
149504,73,0,0,-1.8557738196104765,-0.015940096002304928,5771.712085628509,0.09937697649002075
151552,74,0,0,-1.7338593121618033,-0.015585703773831483,12226.57560081482,0.12374967336654663
153600,75,0,0,-1.7696310829371213,-0.01691985348443268,4585.705151844025,0.04449427127838135
155648,76,0,0,-1.790724105015397,-0.014915820672467817,5845.603776168823,0.09987789392471313
157696,77,0,0,-1.7394550055265428,-0.016364858382439708,6619.867275238037,0.09102219343185425
159744,78,0,0,-1.6508867949247361,-0.012553678796393797,6566.183103752136,0.1509014368057251
161792,79,0,0,-1.67147146910429,-0.0234527896362124,2863.157282161713,0.24549299478530884
163840,80,0,0,-1.635795034840703,-0.011954291956499219,8456.003643417358,0.057488977909088135
165888,81,0,0,-1.6938353087753057,-0.010643792286282405,10234.966125488281,0.05259835720062256
167936,82,0,0,-1.701112174615264,-0.016389891266589983,4358.321475219726,0.09687238931655884
169984,83,0,0,-1.6693781919777393,-0.012595008363132366,12618.928310775756,0.046943843364715576
172032,84,0,0,-1.7229375213384628,-0.012336095365753863,12402.00923576355,0.12535834312438965
174080,85,0,0,-1.6848991494625807,-0.013546594520448707,9243.856930923463,0.13525807857513428
176128,86,0,0,-1.6714678801596166,-0.01325177674589213,5541.8828224182125,0.04679238796234131
178176,87,0,0,-1.6109414756298066,-0.012398913863580673,12632.389889907838,0.08941853046417236
180224,88,0,0,-1.599026596173644,-0.02345264882023912,1667.8613733291627,0.15792709589004517
182272,89,0,0,-1.5195460740476847,-0.01013765185198281,19440.679098510744,0.10417920351028442
184320,90,0,0,-1.5833845976740122,-0.01511238345701713,7265.268757820129,0.09139466285705566
186368,91,0,0,-1.6871151681989431,-0.026043992990162225,1139.4783882141114,0.06852293014526367
188416,92,0,0,-1.5590299408882857,-0.010515278321690857,19747.182864379884,0.042803943157196045
190464,93,0,0,-1.5734983000904321,-0.010149053086934146,17495.270376586916,0.10148388147354126
192512,94,0,0,-1.597924306616187,-0.011641937572858297,14153.17230796814,0.11520272493362427
194560,95,0,0,-1.530227055028081,-0.014109683842980303,10662.722567749024,0.1898961067199707
196608,96,0,0,-1.5826156612485647,-0.014022348815342412,20122.022360229494,0.17578423023223877
198656,97,0,0,-1.5647978227585555,-0.011306124791735784,23151.93019104004,0.0961836576461792
200704,98,0,0,-1.4921071499586105,-0.010094468051102012,25427.24105529785,0.24064797163009644
202752,99,0,0,-1.452449008822441,-0.007615776004968211,18932.85112915039,0.2196611762046814
204800,100,0,0,-1.4012963823974132,-0.01149447359784972,31180.162088012694,0.1644989252090454
206848,101,0,0,-1.37381002753973,-0.011089417623588815,28358.81752624512,0.3622644543647766
208896,102,0,0,-1.3778713934123517,-0.013100531444069929,39921.25256958008,0.29648321866989136
210944,103,0,0,-1.408250229433179,-0.009907414214103483,24866.52768859863,0.38050663471221924
212992,104,0,0,-1.3127907536923886,-0.011228627047967166,36516.30723266602,0.3604329824447632
215040,105,0,0,-1.2601339772343636,-0.00723419826827012,47220.84174804688,0.359813392162323
217088,106,0,0,-1.2243575969710947,-0.012364186311606318,24515.15418395996,0.5000957250595093
219136,107,0,0,-1.1304117994382978,-0.011177022606716491,43208.23061523437,0.5110999345779419
221184,108,0,0,-1.1185483800247311,-0.008326134500384797,48266.94096069336,0.4742687940597534
223232,109,0,0,-1.0323237013071775,-0.007970327624934725,55139.037506103516,0.43501412868499756
225280,110,0,0,-1.0790109727531672,-0.008111364376964048,49084.91003417969,0.5077802538871765
227328,111,0,0,-1.1555774824693799,-0.008903851424111053,41322.60361938477,0.5044900178909302
229376,112,0,0,-1.0459684025496245,-0.009747381278430112,48306.57918701172,0.49749428033828735
231424,113,0,0,-0.9734836218878626,-0.008598437657929026,57496.31514892578,0.44632673263549805
233472,114,0,0,-0.9592476300895214,-0.007653543879860081,53102.21688232422,0.42811912298202515
235520,115,0,0,-0.892628338187933,-0.009502836447791197,60510.13712158203,0.5059605836868286
237568,116,0,0,-0.9167202131822705,-0.009868523906334303,52170.61730957031,0.5276067852973938
239616,117,0,0,-0.82748280800879,-0.00832420051592635,62718.15196533203,0.4804202914237976
241664,118,0,0,-0.731948216818273,-0.006779821633244865,61068.04615478516,0.5523185729980469
243712,119,0,0,-0.9321560390293598,-0.009260999041725882,44644.52079467774,0.5690632462501526
245760,120,0,0,-0.713702192530036,-0.010979741264600306,63159.39216308594,0.5409739017486572
247808,121,0,0,-0.9073945946991444,-0.005057264663628302,43788.30802001953,0.5725215673446655
249856,122,0,0,-0.7552716245874762,-0.008934959152247757,55151.208227539064,0.6063767671585083
251904,123,0,0,-0.6483932303264737,-0.008218776440480724,61344.25078125,0.6285429000854492
253952,124,0,0,-0.6105329062789678,-0.009260000012000091,64710.63856201172,0.576683521270752
256000,125,0,0,-0.6344432048499584,-0.00883911304117646,61207.525122070314,0.6844993233680725
258048,126,0,0,-0.6088222375139594,-0.006823401502333582,57012.173120117186,0.5881439447402954
260096,127,0,0,-0.4955177128314972,-0.00983918563288171,64387.07197265625,0.5897621512413025
262144,128,0,0,-0.5364866026677191,-0.008552059505018406,56185.079626464845,0.6937691569328308
264192,129,0,0,-0.5004118134267628,-0.009950355428736657,57938.15030517578,0.5970172882080078
266240,130,0,0,-0.4403633293695748,-0.00539123724156525,58587.83493652344,0.499256432056427
268288,131,0,0,-0.49381866259500384,-0.008455628209048882,54222.35583496094,0.6872859001159668
270336,132,0,0,-0.4104610480368137,-0.006052074802573771,54135.988220214844,0.632245659828186
272384,133,0,0,-0.38066059574484823,-0.004792024796915939,53161.61821289062,0.64329993724823
274432,134,0,0,-0.4516930808313191,-0.005898649396840483,47982.82756347656,0.6515541076660156
276480,135,0,0,-0.46714120572432877,-0.0054603879514615985,45972.947204589844,0.7265757322311401
278528,136,0,0,-0.3921525073237717,-0.006453645066358149,45707.49172363281,0.749683678150177
280576,137,0,0,-0.43731998074799777,-0.007576423359569162,43681.270935058594,0.7340154051780701
282624,138,0,0,-0.3590964895673096,-0.004595443175639957,44270.27091064453,0.2087157964706421
284672,139,0,0,-0.41938119046390054,-0.009753124744747765,41462.78775634766,0.6087955236434937
286720,140,0,0,-0.39845213694497944,-0.006212095796945505,39355.50181884765,0.7088960409164429
288768,141,0,0,-0.3962070978246629,-0.009085087569837924,37059.58963012695,0.7759367823600769
290816,142,0,0,-0.3488666946068406,-0.004109894309658557,37225.442706298825,0.5778206586837769
292864,143,0,0,-0.3166137596126646,-0.005889157301862724,34493.19680175781,0.731407880783081
294912,144,0,0,-0.28025734922848644,-0.0013609400295536034,33328.471484375,-2.968311309814453e-05
296960,145,0,0,-0.33179144058376553,-0.0049030855356249955,31340.7805847168,0.7212041616439819
299008,146,0,0,-0.39806413305923344,-0.007556440625921823,29177.231481933595,0.7892292737960815
301056,147,0,0,-0.29521360928192736,-0.002498527408170048,28667.894134521484,-5.4836273193359375e-06
303104,148,0,0,-0.3451891347300261,-0.005099230821360834,26178.17688598633,0.6890054941177368
305152,149,0,0,-0.3110551530495286,-0.0007072259817505255,25555.141815185547,-7.152557373046875e-07
307200,150,0,0,-0.38218103237450124,-0.007984214092721232,23782.93199157715,0.7953005433082581
309248,151,0,0,-0.32337606195360424,-0.004151549469679594,22515.762243652345,-1.3470649719238281e-05
311296,152,0,0,-0.3844635350629687,-0.005416547798085957,21072.459414672852,0.7323876023292542
313344,153,0,0,-0.41403772542253137,-0.009055272693512962,19713.030877685545,0.7537587881088257
315392,154,0,0,-0.4436237414367497,-0.012786933852476067,18859.520907592774,0.6398331522941589
317440,155,0,0,-0.38169846385717393,-0.0050689340525423175,17202.784411621094,0.724425733089447
319488,156,0,0,-0.38047539312392475,-0.0038339529070071875,16519.87063293457,0.4676949381828308
321536,157,0,0,-0.517090567573905,-0.010913802905997727,15879.755993652343,0.7500864267349243
323584,158,0,0,-0.4788883454166353,-0.00823335983150173,16034.16079711914,0.7884196043014526
325632,159,0,0,-0.40053439112380146,-0.006261886094580405,13935.241696166991,0.7460259199142456
327680,160,0,0,-0.3812560978345573,-0.007828547520330176,12088.255505371093,0.6008120179176331
329728,161,0,0,-0.4133022839203477,-0.006854698230745271,11731.575102233886,0.8432577848434448
331776,162,0,0,-0.3795244565233588,-0.007038618894875981,11296.613088989257,0.7502225637435913
333824,163,0,0,-0.45081582497805356,-0.006173475045943633,10425.37081451416,0.811701774597168
335872,164,0,0,-0.41598470536991955,-0.008030160154157783,9305.06940765381,0.8056058883666992
337920,165,0,0,-0.35328146647661923,-0.0044219407485798,7781.785446166992,-2.5033950805664062e-06
339968,166,0,0,-0.3593006359413266,-0.006044277461478486,6949.16844329834,-0.019437432289123535
342016,167,0,0,-0.3551105801947415,-0.005319234690978192,6314.171714782715,0.0021547675132751465
344064,168,0,0,-0.33254922297783196,-0.0014806335777393543,5529.927457427979,-0.00020706653594970703
346112,169,0,0,-0.3288755146320909,-0.0028067848601494917,4897.533674621582,-8.106231689453125e-06
348160,170,0,0,-0.3370603507384658,-0.0019100005767541007,4342.678498077393,-4.410743713378906e-06
350208,171,0,0,-0.3481464136391878,-0.005263473172090016,3793.700241088867,0.00026530027389526367
352256,172,0,0,-0.34282094640657307,-0.0011620341989328153,3321.405076599121,9.775161743164062e-06
354304,173,0,0,-0.3722933865152299,-0.0021251919883070514,2868.3903163909913,-1.7881393432617188e-06
356352,174,0,0,-0.6484658896923066,-0.010762277155299671,8735.913800048827,0.8350696563720703
358400,175,0,0,-0.39890895364806056,-0.010577228633337654,5994.95274772644,0.8463593125343323
360448,176,0,0,-0.4022480037994683,-0.010929016917361877,4844.460353469849,0.9000471234321594
362496,177,0,0,-0.35877058152109387,-0.006433137478597928,3269.5931381225587,0.8092206716537476
364544,178,0,0,-0.4154503858648241,-0.0037190336872299666,5721.4256252288815,0.8715892434120178
366592,179,0,0,-0.29447159739211204,-0.004185000294819474,1806.1440107345582,0.28184545040130615
368640,180,0,0,-0.4567950860597193,-0.005845219054026529,4458.205191802978,0.771312952041626
370688,181,0,0,-0.42021146025508643,-0.006875665324332658,4708.3449987411495,0.7769273519515991
372736,182,0,0,-0.30254035172984006,-0.007195696781855077,1519.1269773483277,0.18147611618041992
374784,183,0,0,-0.2911312838550657,-0.007101221418997739,1500.3174095153809,0.04807639122009277
376832,184,0,0,-0.2766493907663971,-0.0059431575711641925,1042.4606887817383,0.29409658908843994
378880,185,0,0,-0.40187847102060914,-0.007720978719589766,4603.603650093079,0.7288546562194824
380928,186,0,0,-0.3289871348068118,-0.008335629985958803,1588.699681854248,0.775926947593689
382976,187,0,0,-0.2930930163245648,-0.011114409007132054,838.6446040153503,0.3209112286567688
385024,188,0,0,-0.556596415117383,-0.005673551393556409,4640.402994918823,0.7510162591934204
387072,189,0,0,-0.4048766516149044,-0.01165043651344604,2368.8757894515993,0.6683163642883301
389120,190,0,0,-0.4030613250564784,-0.0063996530196163805,4045.694482421875,0.7305046319961548
391168,191,0,0,-0.35091013545170424,-0.009321905783144757,1762.2483345031737,0.09084820747375488
393216,192,0,0,-0.38218078380450604,-0.011274655660963617,2926.952249717712,0.759285569190979
395264,193,0,0,-0.3139118827879429,-0.009000426935381256,1329.571119594574,0.6103460788726807
397312,194,0,0,-0.25892665404826404,-0.005544556386303157,829.5806823730469,0.3420923948287964
399360,195,0,0,-0.35617312849499283,-0.01293415299442131,1426.5788682937623,0.6319576501846313
401408,196,0,0,-0.28663982315920294,-0.00874926362594124,1091.6163556098938,0.26922309398651123
403456,197,0,0,-0.2985987905180082,-0.018202842702157794,743.9853610038757,0.35855722427368164
405504,198,0,0,-0.4203672527335584,-0.008574191411025823,2794.3383902549745,0.8350178003311157
407552,199,0,0,-0.2976749126333743,-0.00996329500048887,887.8389258384705,0.330513060092926
409600,200,0,0,-0.5415953822433949,-0.004860675413510762,5655.394268226623,0.8463160991668701
411648,201,0,0,-0.48495222576893865,-0.00376510797359515,7722.344093322754,0.7807257175445557
413696,202,0,0,-0.32127994908951224,-0.00540059687482426,2095.615118789673,0.8046636581420898
415744,203,0,0,-0.2988533805590123,-0.0032278951388434508,2093.0730578422545,0.8696423172950745
417792,204,0,0,-0.2810159511398524,-0.004248932027257979,2096.147049713135,0.8702055215835571
419840,205,0,0,-0.20656069251708686,-0.006105781634687446,370.3213286161423,0.6753689050674438
421888,206,0,0,-0.20447435416281223,-0.0030248612049035726,220.4101621031761,0.7427314519882202
423936,207,0,0,-0.23418084108270704,-0.005420716140361037,849.7995061516762,0.03028470277786255
425984,208,0,0,-0.2635477709583938,-0.008203488567960448,1974.0290756225586,0.87563157081604
428032,209,0,0,-0.22944140578620137,-0.005521537155436818,257.09621783494947,0.9390531778335571
430080,210,0,0,-0.3076618854887784,-0.011196655360981822,1379.6541341304778,0.6988041400909424
432128,211,0,0,-0.19198911399580537,-0.0037725244255852886,145.84016248583794,0.8339734077453613
434176,212,0,0,-0.2754620794206858,-0.006398312791134231,3286.8584616184235,0.8236958980560303
436224,213,0,0,-0.20369299992453307,-0.005545103646727512,517.8081503868103,0.08159321546554565
438272,214,0,0,-0.21507778805680572,-0.006252253649290651,256.28204975128176,0.7611185908317566
440320,215,0,0,-0.2597478602081537,-0.005134841561084613,1342.3922269701957,0.9323146343231201
442368,216,0,0,-0.32868638560175895,-0.005392465219483711,3616.8454109668733,0.8709638118743896
444416,217,0,0,-0.3103000988252461,-0.005024231359129772,4197.957455301284,0.7494667768478394
446464,218,0,0,-0.25893254987895487,-0.007402770206681453,2051.608068907261,0.8809863328933716
448512,219,0,0,-0.22661344911903142,-0.006096659097238444,440.11710193157194,0.44458991289138794
450560,220,0,0,-0.2504368501482531,-0.006621376289695035,1907.316608530283,0.8954203724861145
452608,221,0,0,-0.27152311890386044,-0.004087507646181621,3340.273140287399,0.864334225654602
454656,222,0,0,-0.2715344217605889,-0.006567261728923768,1849.9401470899581,0.9012083411216736
456704,223,0,0,-0.25626721596345303,-0.0059915425896178934,1795.7693346619606,0.8731773495674133
458752,224,0,0,-0.274414974777028,-0.011151782446540892,3827.1245605707168,0.6921257972717285
460800,225,0,0,-0.2587786982767284,-0.0060660736518912016,149.97220692634582,0.987052321434021
462848,226,0,0,-0.3526754475198686,-0.0027797893140814266,4876.86013122797,0.8900982141494751
464896,227,0,0,-0.28146345550194385,-0.0042442895675776525,2481.527239739895,0.8417481780052185
466944,228,0,0,-0.2956826354842633,-0.0040406913874903696,1803.9283364534379,0.897057294845581
468992,229,0,0,-0.47577195102348924,-0.002473301757709123,8660.427323961258,0.8593889474868774
471040,230,0,0,-0.33671138174831866,-0.005487506178178591,2748.6953780412673,0.8076282739639282
473088,231,0,0,-0.3305115629453212,-0.005626536194176879,2258.280842202902,0.8981557488441467
475136,232,0,0,-0.25424217428080736,-0.004321102248650277,819.2378453671932,-0.12359046936035156
477184,233,0,0,-0.2297144064679742,-0.0032549100593314505,126.69218634366989,0.8624100685119629
479232,234,0,0,-0.2501869949512184,-0.00627095679010381,413.1440353989601,0.5054701566696167
481280,235,0,0,-0.36733785406686364,-0.003067781522986479,5864.000952672958,0.8664153218269348
483328,236,0,0,-0.25582845765165985,-0.005818978877505288,200.49814492464066,0.6437050700187683
485376,237,0,0,-0.30879656905308367,-0.005505651325802319,1666.0339987307786,0.9206433296203613
487424,238,0,0,-0.45019353413954377,-0.0029854251828510315,7248.394654989243,0.88163161277771
489472,239,0,0,-0.2732147115282714,-0.00567165921384003,2169.125048524141,0.8911190629005432
491520,240,0,0,-0.29317094865255056,-0.00931700721703237,1965.7189660549163,0.8882818818092346
493568,241,0,0,-0.21382366442121564,-0.0021287742813001385,117.50130675435067,0.7712376117706299
495616,242,0,0,-0.3564171651378274,-0.004282535152742639,6391.340852987766,0.8986296057701111
497664,243,0,0,-0.3033149414230138,-0.005141633667517453,3861.7072672724726,0.8781362771987915
499712,244,0,0,-0.2886044953018427,-0.006376625096891075,3533.3175579071044,0.9114210605621338
501760,245,0,0,-0.2926475137937814,-0.006021319281717297,3746.3337681770327,0.8291964530944824
503808,246,0,0,-0.28759593409486117,-0.008475480470224284,3355.0997301161287,0.9154233932495117
505856,247,0,0,-0.24892634665593505,-0.006612946838140487,1840.2271298229693,0.9086184501647949
507904,248,0,0,-0.20368427420035004,-0.003812541681691073,42.28849149346352,0.9535324573516846
509952,249,0,0,-0.2945409831125289,-0.005216687123174779,4533.351542806626,0.8470168709754944
512000,250,0,0,-0.2635896471794695,-0.010228062197711552,764.5620628297329,0.8974553942680359
514048,251,0,0,-0.29029231569729746,-0.005658247147221118,3541.842369109392,0.8927378058433533
516096,252,0,0,-0.29462368818931284,-0.008309011365054176,3487.837605392933,0.9007959961891174
518144,253,0,0,-0.2640785734634846,-0.006118893437087536,9.722277702391148,0.9859140515327454
520192,254,0,0,-0.5712804967537523,-0.004093338482198306,10094.487914657593,0.8700527548789978
522240,255,0,0,-0.5862792740575969,-0.00340899779839674,11664.0167137146,0.8613085746765137
524288,256,0,0,-0.38234944324940445,-0.005903272959403694,4875.461108016968,0.7924252152442932
526336,257,0,0,-0.3524911161046475,-0.004162878164788708,5771.457754778862,0.871886134147644
528384,258,0,0,-0.3063133302144706,-0.004292382637504488,4439.606178379059,0.8631014823913574
530432,259,0,0,-0.38710819273255764,-0.003930019264953444,8376.921294879914,0.815032422542572
532480,260,0,0,-0.23988864794373513,-0.004951464044279419,2470.577745008469,0.8267276287078857
534528,261,0,0,-0.35478241643868386,-0.0037994724516465794,6867.039552378655,0.8813039660453796
536576,262,0,0,-0.2873743529897183,-0.00416501838772092,4358.483838164806,0.8856363892555237
538624,263,0,0,-0.20171938189305366,-0.0035914406398660503,525.4227187290787,0.1747281551361084
540672,264,0,0,-0.22882096730172635,-0.007550380850443616,26.50971571728587,0.9668200016021729
542720,265,0,0,-0.6202680875547231,-0.0047839366627158595,15298.377083206176,0.7715275287628174
544768,266,0,0,-0.45331449597142637,-0.003747778962133452,10837.706002807618,0.7893288731575012
546816,267,0,0,-0.35451777931302786,-0.006594478506303858,2829.84001121521,0.20177704095840454
548864,268,0,0,-0.3086538157891482,-0.010400829499121755,1123.3361830711365,0.34187060594558716
550912,269,0,0,-0.4122061540838331,-0.006843412440503016,4859.962496948242,0.7287346124649048
552960,270,0,0,-0.3596600491553545,-0.005353565298719332,4803.951005840301,0.8855315446853638
555008,271,0,0,-0.31870756153948604,-0.0038875230849953367,3160.5043723881245,0.8498245477676392
557056,272,0,0,-0.318397699855268,-0.005878882379329297,2854.530568742752,0.6431045532226562
559104,273,0,0,-0.27122813165187837,-0.005048278789035976,3409.2905450940134,0.7472915649414062
561152,274,0,0,-0.2421963779721409,-0.011003990695462562,16.068494667112827,0.978291392326355
563200,275,0,0,-0.6384845179505646,-0.0034813677440979516,12714.923768615723,0.7379820346832275
565248,276,0,0,-0.5740461372770369,-0.004587910011468921,11866.575677490235,0.7835196256637573
567296,277,0,0,-0.47002483494579794,-0.00572752995067276,7700.000475692749,0.7835294008255005
569344,278,0,0,-0.34189249682240186,-0.008718005848641042,3225.6124494552614,0.7614348530769348
571392,279,0,0,-0.35606128913350404,-0.007625646832457278,4085.8444579601287,0.8326663970947266
573440,280,0,0,-0.26055554635822775,-0.007726581797760446,332.3767354846001,0.4868085980415344
575488,281,0,0,-0.2902227372862399,-0.007126682755188085,1999.9509761095046,0.8376575112342834
577536,282,0,0,-0.2935441498178989,-0.004672424573800527,3007.100214600563,0.8650361895561218
579584,283,0,0,-0.2669084864202887,-0.009544587615528144,51.76142576038838,0.9935907125473022
581632,284,0,0,-0.3047316823620349,-0.007097609035554342,1466.4781949043274,0.9245143532752991
583680,285,0,0,-0.266585967829451,-0.006813686952227727,28.99877085722983,0.9655026197433472
585728,286,0,0,-0.8549966395832598,-0.0063587951648514714,21358.463632202147,0.7441917657852173
587776,287,0,0,-0.736529444810003,-0.005946486804168672,17542.8496925354,0.7954117059707642
589824,288,0,0,-0.8005232667550445,-0.0056490092363674195,21656.754901123048,0.7541764974594116
591872,289,0,0,-0.7322098765522241,-0.005238134827231988,15802.935036468505,0.8280038833618164
593920,290,0,0,-0.5947089344263077,-0.0053612112140399406,14298.137736511231,0.8261479139328003
595968,291,0,0,-0.6243909887969494,-0.004582733182178345,11255.10189628601,0.8629847764968872
598016,292,0,0,-0.4203584969509393,-0.0049376348906662315,5167.9277289867405,0.8988940119743347
600064,293,0,0,-0.4939309975132346,-0.0055673144001048055,9675.034944438934,0.8774115443229675
602112,294,0,0,-0.45339047703891994,-0.0048475415300345045,8302.216812467575,0.8860013484954834
604160,295,0,0,-0.2886017459444702,-0.00583765612100251,1839.6307743012906,0.9113045334815979
606208,296,0,0,-0.36281603858806194,-0.00806097339373082,15.874311942234636,0.9720227718353271
608256,297,0,0,-0.9580465581268072,-0.006937001197366044,19742.022794532775,0.7642242312431335
610304,298,0,0,-0.901493764296174,-0.005516519185039215,19428.443252563477,0.786123514175415
612352,299,0,0,-0.7699371031485498,-0.004844947915989906,15227.804527282715,0.8323820233345032
614400,300,0,0,-0.6593305044807494,-0.004800269289989956,13962.863040924072,0.855247437953949
616448,301,0,0,-0.5366867468692362,-0.00403405417164322,9450.378379821777,0.8503369688987732
